2023-03-21 13:29:13.209920	controller	load_with_basic_highlighting	0.3044200190
2023-03-21 13:31:42.687083	controller	load_with_basic_highlighting	0.3047908570
2023-03-21 13:33:03.508405	controller	load_with_basic_highlighting	0.3059005690
2023-03-21 13:34:04.157100	controller	load_with_basic_highlighting	0.3049697250
2023-03-21 13:43:48.438276	controller	load_with_basic_highlighting	0.3333090050
2023-03-21 13:50:38.141625	controller	load_with_basic_highlighting	0.3464851300
2023-03-21 13:51:55.636378	controller	load_with_basic_highlighting	0.3490918060
2023-03-21 14:06:44.283552	controller	load_with_basic_highlighting	0.3494827710
2023-03-21 14:07:43.720740	controller	load_with_basic_highlighting	0.3508335410
2023-03-21 14:11:36.876791	controller	load_with_basic_highlighting	0.3313437490
2023-03-21 14:13:48.572289	controller	load_with_basic_highlighting	0.3251584210
2023-03-21 14:17:14.433967	controller	load_with_basic_highlighting	0.3209624470
2023-03-21 14:20:15.616030	controller	load_with_basic_highlighting	0.3309279800
2023-03-21 14:22:21.499620	controller	load_with_basic_highlighting	0.3456332650
2023-03-21 14:22:57.198976	controller	load_with_basic_highlighting	0.3253797090
2023-03-21 14:23:12.867713	controller	load_with_basic_highlighting	0.3230542230
2023-03-21 14:27:46.077696	controller	load_with_basic_highlighting	0.3236588710
2023-03-21 14:30:07.693179	controller	load_with_basic_highlighting	0.3270922800
2023-03-21 14:31:07.827980	controller	load_with_basic_highlighting	0.3354003280
2023-03-21 14:32:12.087448	controller	load_with_basic_highlighting	0.3326471750
2023-03-21 14:33:52.377076	controller	load_with_basic_highlighting	0.3267940200
2023-03-21 14:34:31.496444	controller	load_with_basic_highlighting	0.3277427710
2023-03-21 14:35:32.447028	controller	load_with_basic_highlighting	0.3284382470
2023-03-21 14:36:02.230872	controller	load_with_basic_highlighting	0.3367032960
2023-03-21 14:38:15.108894	controller	load_with_basic_highlighting	0.3351182080
2023-03-21 14:41:31.744536	controller	load_with_basic_highlighting	0.3282861290
2023-03-21 14:45:06.256215	controller	load_with_basic_highlighting	0.3977459770
2023-03-21 14:53:16.021888	controller	load_with_basic_highlighting	0.3298721890
2023-03-21 14:59:19.783092	controller	load_with_basic_highlighting	0.4071450860
2023-03-21 15:00:13.196423	controller	load_with_basic_highlighting	0.3247517070
2023-03-21 15:00:59.568883	controller	load_with_basic_highlighting	0.3369577690
2023-03-21 15:26:07.829655	controller	load_with_basic_highlighting	0.3471742290
2023-03-21 15:27:49.614165	controller	load_with_basic_highlighting	0.3417516230
2023-03-21 15:29:10.794405	controller	load_with_basic_highlighting	0.3353160580
2023-03-21 15:29:39.243883	controller	load_with_basic_highlighting	0.3393718920
2023-03-21 15:30:13.902575	controller	load_with_basic_highlighting	0.3229141510
2023-03-21 15:31:45.993696	controller	load_with_basic_highlighting	0.3247053070
2023-03-21 15:32:46.344920	controller	load_with_basic_highlighting	0.3339895500
2023-03-21 15:37:14.365153	controller	load_with_basic_highlighting	0.3309428570
2023-03-21 16:51:04.794686	controller	load_with_basic_highlighting	0.3388870020
2023-03-21 16:52:38.831516	controller	load_with_basic_highlighting	0.3393111040
2023-03-21 16:53:12.269222	controller	load_with_basic_highlighting	0.3329549400
2023-03-21 16:54:19.842763	controller	load_with_basic_highlighting	0.3306948870
2023-03-21 16:55:17.724480	controller	load_with_basic_highlighting	0.3169316790
2023-03-21 16:58:09.476793	controller	load_with_basic_highlighting	0.3267828600
2023-03-21 16:59:11.132324	controller	load_with_basic_highlighting	0.3129102760
2023-03-21 17:00:06.254781	controller	load_with_basic_highlighting	0.3169726170
